Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company Age,Min Salary,Max Salary,Avg Salary
Certified Tumor Registrar/Data Analyst [CTR and experience required],38-68 ,3.5,Temple University Health System,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,,38.0,68,53.0
Business Systems/Data Analyst [Remote],38-68 ,-1.0,Wittij Consulting,"Philadelphia, PA","Smithfield, RI",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,,38.0,68,53.0
CCB Risk - Fraud Risk Data Analyst - Associate,38-68 ,3.9,JPMorgan Chase & Co.,"Wilmington, DE","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,227.0,38.0,68,53.0
Data Analyst,38-68 ,5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,38.0,68,53.0
Analyst Data Intelligence (US),38-68 ,2.4,Avantor,"Radnor, PA","Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",-1,122.0,38.0,68,53.0
Healthcare Data Analytics Analyst,38-68 ,-1.0,Amerihealth Caritas Health Plan,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,38.0,68,53.0
Data Analyst,38-68 ,4.2,Tandigm Health LLC,"West Conshohocken, PA","West Conshohocken, PA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,12.0,38.0,68,53.0
Clinical Data Analyst,38-68 ,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,286.0,38.0,68,53.0
Data Analyst - Contract - W2,38-68 ,-1.0,Amplify Systems,"Malvern, PA","Salem, NH",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1,,38.0,68,53.0
Healthcare Data Analyst,38-68 ,-1.0,DL Staffing Solutions,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,38.0,68,53.0
"Data Analyst, Value Based Payment (VBP)",38-68 ,2.7,Change Healthcare,"King of Prussia, PA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,19.0,38.0,68,53.0
Data Analyst - Digital Media,38-68 ,4.6,Bryn Mawr Communications LLC,"Wayne, PA","Wayne, PA",1 to 50 employees,-1,Company - Private,Publishing,Media,$1 to $5 million (USD),-1,-1,,38.0,68,53.0
Data Strategy Analyst,38-68 ,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,26.0,38.0,68,53.0
Business Data Analyst,38-68 ,3.5,Dextro Software Systems,"Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Vaptech,TRUE,33.0,38.0,68,53.0
"Senior Data Analyst, Specialist",38-68 ,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,51.0,38.0,68,53.0
Data Analyst/Architect,38-68 ,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,28.0,38.0,68,53.0
Sr Data Analyst,38-68 ,3.9,Mondo,"Philadelphia, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,26.0,38.0,68,53.0
Data Analyst - Contractor,38-68 ,3.1,ConnectiveRx,"King of Prussia, PA","Whippany, NJ",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,11.0,38.0,68,53.0
SQL Data Analyst,38-68 ,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,15.0,38.0,68,53.0
Data Analyst/Records Management,38-68 ,3.8,"Innovative Development, LLC","Exton, PA","Harleysville, PA",51 to 200 employees,1992,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,34.0,38.0,68,53.0
Senior Data Analyst,38-68 ,3.2,Philabundance,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,,38.0,68,53.0
Senior Data Analyst,38-68 ,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,35.0,38.0,68,53.0
Business / Data Analyst,38-68 ,-1.0,Kforce Technology Staffing,"Wilmington, DE",-1,-1,-1,-1,-1,-1,-1,-1,-1,,38.0,68,53.0
Data Analyst- Remote,38-68 ,-1.0,FredBeans,"Doylestown, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,38.0,68,53.0
Data Governance Analyst,38-68 ,3.5,"Genuent Global, LLC","Wayne, PA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,20.0,38.0,68,53.0
Senior Data Analyst,37-44 ,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,286.0,37.0,44,40.5
Data Analyst- Remote,37-44 ,1.8,"Fred Beans Parts, Inc","Doylestown, PA","Doylestown, PA",51 to 200 employees,-1,Company - Private,-1,-1,$50 to $100 million (USD),-1,-1,,37.0,44,40.5
Senior Healthcare Data Analyst - Multiple Positions,37-44 ,3.7,CHOP,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,171.0,37.0,44,40.5
Data Analyst D,37-44 ,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,286.0,37.0,44,40.5
Data Analyst,37-44 ,3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,37.0,44,40.5
Data Analyst,37-44 ,4.0,ORS Partners,"Paoli, PA","Audubon, PA",51 to 200 employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,14.0,37.0,44,40.5
Data Analyst- Remote,37-44 ,3.9,Fred Beans,"Doylestown, PA","Doylestown, PA",1001 to 5000 employees,-1,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),-1,-1,,37.0,44,40.5
SQL Data Analyst,37-44 ,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,15.0,37.0,44,40.5
Business/Data Analyst,37-44 ,3.4,Infinity Consulting Solutions,"Wilmington, DE","New York, NY",501 to 1000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Judge Group, Addison Group, PageGroup",-1,25.0,37.0,44,40.5
Data and Information Analyst,37-44 ,2.4,"PMHCC, Inc.","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,39.0,37.0,44,40.5
Data Analyst,37-44 ,3.2,Angeion Group,"Chester Township, PA","Philadelphia, PA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,,37.0,44,40.5
Data Analyst,37-44 ,3.8,"iTech Solutions, Inc","Conshohocken, PA","Farmington, CT",51 to 200 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,31.0,37.0,44,40.5
Data Analyst,37-44 ,2.6,AccessLex Institute,"West Chester, PA","West Chester, PA",51 to 200 employees,-1,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,,37.0,44,40.5
Senior CX Data Analyst,37-44 ,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,51.0,37.0,44,40.5
"Senior Data Management Analyst, Enterprise Data Management, OCDO",37-44 ,3.9,TD Bank,"Mount Laurel, NJ","Toronto, Canada",10000+ employees,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Chase, BB&T, SunTrust",-1,171.0,37.0,44,40.5
Vertical Lift Data Exploitation Analyst,37-44 ,3.7,Boeing,"Ridley Park, PA","Chicago, IL",10000+ employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Lockheed Martin, Northrop Grumman, Airbus",-1,110.0,37.0,44,40.5
Data Governance Analyst,37-44 ,4.7,TeamSoft,"Wayne, PA","Middleton, WI",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,30.0,37.0,44,40.5
Business Data Analyst,37-44 ,4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,36.0,37.0,44,40.5
Business Analyst - Data Science & SQL,37-44 ,3.5,"Computer Enterprises, Inc.","Philadelphia, PA","Pittsburgh, PA",501 to 1000 employees,1992,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, CGI, SDLC Partners",-1,34.0,37.0,44,40.5
Lead Geophysical Data Analyst,37-44 ,3.5,Weston Solutions Inc.,"West Chester, PA","West Chester, PA",1001 to 5000 employees,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,-1,69.0,37.0,44,40.5
Sales Data Analyst,37-44 ,3.7,McGrath Systems,"Berwyn, PA","Blue Bell, PA",1 to 50 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,21.0,37.0,44,40.5
Data Analyst,37-44 ,-1.0,DL Staffing Solutions,"Newtown, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,37.0,44,40.5
Business Analyst/Data Domain Expert,37-44 ,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,TRUE,,37.0,44,40.5
Junior Data Analyst - SQL Programmer,37-44 ,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,28.0,37.0,44,40.5
Data Analyst,37-44 ,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,15.0,37.0,44,40.5
Business / Data Analyst,37-44 ,4.1,Kforce,"Wilmington, DE","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,37.0,44,40.5
"Business Analyst with Data domain,media",37-44 ,-1.0,LiveMindz,"Philadelphia, PA","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,37.0,44,40.5
Data Analyst,37-44 ,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,15.0,37.0,44,40.5
Senior Data Analyst,37-44 ,3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,32.0,37.0,44,40.5
Senior Healthcare Data Analyst - Cost and Utilization Analysis,64-113 ,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,32.0,64.0,113,88.5
Pharmaceutical Customer Data Analyst,64-113 ,4.1,APN Software Services Inc.,"Plymouth Meeting, PA","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,,64.0,113,88.5
Data Analyst,64-113 ,4.4,Contemporary Staffing Solutions,"Philadelphia, PA","Mount Laurel, NJ",1001 to 5000 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"PathFinder Staffing, Juno Search Partners, Robert Half",-1,32.0,64.0,113,88.5
Senior Data Analyst,64-113 ,3.5,The Judge Group,"Wayne, PA","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,56.0,64.0,113,88.5
Program Manager / Business Data Analyst,64-113 ,2.3,Versant Health,"Newtown Square, PA","Linthicum, MD",1001 to 5000 employees,-1,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,,64.0,113,88.5
DBA / Data Analyst,64-113 ,4.2,Micro-Data Systems Inc.,"Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,34.0,64.0,113,88.5
Analyst - Data Intelligence (US),64-113 ,2.4,Avantor,"Wayne, PA","Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",-1,122.0,64.0,113,88.5
"Data Analyst (Philadelphia, PA)",64-113 ,3.7,Tetra Tech,"Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,-1,60.0,64.0,113,88.5
Data & Systems Analyst,64-113 ,4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,36.0,64.0,113,88.5
Business Analyst - Data and Analytics,64-113 ,2.7,Eastern Airlines LLC,"Wayne, PA","Miami, FL",1 to 50 employees,-1,Company - Private,-1,-1,$5 to $10 million (USD),-1,-1,,64.0,113,88.5
Lead Data Analyst,64-113 ,4.3,NextGen Global Resources LLC,"Philadelphia, PA","San Diego, CA",501 to 1000 employees,2009,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),"Aerotek, Kforce, Glotel",-1,17.0,64.0,113,88.5
Senior Data Analyst - Client Experience,64-113 ,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,51.0,64.0,113,88.5
Data Analyst and Report Writer,64-113 ,3.5,The Judge Group,"Boothwyn, PA","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,56.0,64.0,113,88.5
Payment Integrity Data Analyst,64-113 ,3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),-1,-1,29.0,64.0,113,88.5
Lead Data Analyst,64-113 ,3.9,GSK,"Philadelphia, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",-1,196.0,64.0,113,88.5
Data Analyst-(analytics),64-113 ,3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,32.0,64.0,113,88.5
Pharmaceutical Data Analyst â€“ Analytics,64-113 ,-1.0,ConcertAI,"King of Prussia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,64.0,113,88.5
Patient Recruitment Data Analyst (ArcGIS),64-113 ,-1.0,Pharmica Consulting,"Norristown, PA","Sparta, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,64.0,113,88.5
Virology Data Analysts,64-113 ,3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,-1,39.0,64.0,113,88.5
Biochemist Data Analyst,64-113 ,3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,-1,39.0,64.0,113,88.5
Data Governance Analyst,64-113 ,4.2,Freedom Mortgage,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,36.0,64.0,113,88.5
Senior Healthcare Data Analyst,64-113 ,5.0,Cambridge Advisory Group,"King of Prussia, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1,,64.0,113,88.5
Healthcare Data Analytics Analyst Senior,64-113 ,-1.0,Amerihealth Caritas Health Plan,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,64.0,113,88.5
SR BUSINESS DATA ANALYST PRN,64-113 ,3.3,Cooper University Health Care,"Camden, NJ","Camden, NJ",5001 to 10000 employees,1887,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,139.0,64.0,113,88.5
AWS Analys/ Data analyst,64-113 ,3.9,Diverse Lynx,"Malvern, PA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,24.0,64.0,113,88.5
Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,64-113 ,3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),-1,-1,29.0,64.0,113,88.5
Sport & Data Analyst,64-113 ,-1.0,Philadelphia 76ers - HBSE,"Camden, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,64.0,113,88.5
Data Analyst Supporting the FBI #20-188,64-113 ,2.8,Forfeiture Support Associates,"Philadelphia, PA","Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,22.0,64.0,113,88.5
Data Engineer/Reporting Analyst,64-113 ,1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,,64.0,113,88.5
Sr. Data Analyst - Project Manager,64-113 ,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,28.0,64.0,113,88.5
Data Analyst SAS Programmer,50-93 ,4.6,SRG Woolf,"King of Prussia, PA","Raleigh, NC",1 to 50 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,31.0,50.0,93,71.5
Sr. Data Analyst,50-93 ,3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,50.0,93,71.5
"Systems Analyst, Quality Data System",50-93 ,3.3,Adaptimmune Ltd,"Philadelphia, PA","Abingdon, United Kingdom",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,,50.0,93,71.5
Data Visualization Project Manager/ Business Analyst (PM / BA),50-93 ,4.8,Trillium Solutions Group,"Horsham, PA","Highland Park, IL",1 to 50 employees,2002,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,24.0,50.0,93,71.5
Stability Data Analyst,50-93 ,-1.0,Eurofins USA PSS Insourcing Solutions,"West Point, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,50.0,93,71.5
Business Analyst/Data Analyst,50-93 ,3.5,The Judge Group,"Wilmington, DE","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,56.0,50.0,93,71.5
